procedure_name,description,is_mandatory,impc_parameter_id
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22660
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22661
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22662
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22663
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22664
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22665
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22666
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22667
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22668
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22669
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22670
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22671
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22672
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22673
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22674
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22675
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22676
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22677
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22678
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22679
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22680
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22681
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22682
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22683
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22684
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22685
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22686
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22687
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22688
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22689
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22690
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22691
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22692
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22693
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22694
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22695
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22696
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22697
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22698
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22699
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22700
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22701
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22702
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22703
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22704
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22705
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22706
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22707
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22708
Tissue Embedding and Block Banking,Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation,FALSE,22709
MicroCT E18.5,NULL,FALSE,73074
MicroCT E18.5,NULL,FALSE,73075
MicroCT E18.5,NULL,FALSE,73076
MicroCT E18.5,NULL,FALSE,73077
MicroCT E18.5,NULL,FALSE,73078
MicroCT E18.5,NULL,FALSE,73079
MicroCT E18.5,NULL,FALSE,73080
MicroCT E18.5,NULL,FALSE,73081
MicroCT E18.5,NULL,FALSE,73082
MicroCT E18.5,NULL,FALSE,73083
MicroCT E18.5,NULL,FALSE,73084
MicroCT E18.5,NULL,FALSE,73085
MicroCT E18.5,NULL,FALSE,73086
MicroCT E18.5,NULL,FALSE,73087
MicroCT E18.5,NULL,FALSE,73088
MicroCT E18.5,NULL,FALSE,73089
MicroCT E18.5,NULL,FALSE,73090
MicroCT E18.5,NULL,FALSE,73091
MicroCT E18.5,NULL,FALSE,73092
MicroCT E18.5,NULL,FALSE,73093
MicroCT E18.5,NULL,FALSE,73094
MicroCT E18.5,NULL,FALSE,73095
MicroCT E18.5,NULL,FALSE,73096
MicroCT E18.5,NULL,FALSE,73097
MicroCT E18.5,NULL,FALSE,73098
MicroCT E18.5,NULL,FALSE,73099
MicroCT E18.5,NULL,FALSE,73100
MicroCT E18.5,NULL,FALSE,73101
MicroCT E18.5,NULL,FALSE,73102
MicroCT E18.5,NULL,FALSE,73103
MicroCT E18.5,NULL,FALSE,73104
MicroCT E18.5,NULL,FALSE,73105
MicroCT E18.5,NULL,FALSE,73106
MicroCT E18.5,NULL,FALSE,73107
MicroCT E18.5,NULL,FALSE,73108
MicroCT E18.5,NULL,FALSE,73109
MicroCT E18.5,NULL,FALSE,73110
MicroCT E18.5,NULL,FALSE,73111
MicroCT E18.5,NULL,FALSE,73112
MicroCT E18.5,NULL,FALSE,73113
MicroCT E18.5,NULL,FALSE,73114
MicroCT E18.5,NULL,FALSE,73115
MicroCT E18.5,NULL,FALSE,73116
MicroCT E18.5,NULL,FALSE,73117
MicroCT E18.5,NULL,FALSE,73118
MicroCT E18.5,NULL,FALSE,73119
MicroCT E18.5,NULL,FALSE,73120
MicroCT E18.5,NULL,FALSE,73121
MicroCT E18.5,NULL,FALSE,73122
MicroCT E18.5,NULL,FALSE,73123
MicroCT E18.5,NULL,FALSE,73124
MicroCT E18.5,NULL,FALSE,73125
MicroCT E18.5,NULL,FALSE,73126
MicroCT E18.5,NULL,FALSE,73127
MicroCT E18.5,NULL,FALSE,73128
MicroCT E18.5,NULL,FALSE,73129
MicroCT E18.5,NULL,FALSE,73130
MicroCT E18.5,NULL,FALSE,73131
MicroCT E18.5,NULL,FALSE,73132
MicroCT E18.5,NULL,FALSE,73133
MicroCT E18.5,NULL,FALSE,73134
MicroCT E18.5,NULL,FALSE,73135
MicroCT E18.5,NULL,FALSE,73136
MicroCT E18.5,NULL,FALSE,73137
MicroCT E18.5,NULL,FALSE,73138
MicroCT E18.5,NULL,FALSE,73139
MicroCT E18.5,NULL,FALSE,73140
MicroCT E18.5,NULL,FALSE,73141
MicroCT E18.5,NULL,FALSE,73142
MicroCT E18.5,NULL,FALSE,73143
MicroCT E18.5,NULL,FALSE,73144
MicroCT E18.5,NULL,FALSE,73145
MicroCT E18.5,NULL,FALSE,73146
MicroCT E18.5,NULL,FALSE,73147
MicroCT E18.5,NULL,FALSE,73148
MicroCT E18.5,NULL,FALSE,73149
MicroCT E18.5,NULL,FALSE,73150
MicroCT E18.5,NULL,FALSE,73151
MicroCT E18.5,NULL,FALSE,73152
MicroCT E18.5,NULL,FALSE,73153
MicroCT E18.5,NULL,FALSE,73154
MicroCT E18.5,NULL,FALSE,73155
MicroCT E18.5,NULL,FALSE,73156
MicroCT E18.5,NULL,FALSE,73157
MicroCT E18.5,NULL,FALSE,73158
MicroCT E18.5,NULL,FALSE,73159
MicroCT E18.5,NULL,FALSE,73160
MicroCT E18.5,NULL,FALSE,73161
MicroCT E18.5,NULL,FALSE,73162
MicroCT E18.5,NULL,FALSE,73163
MicroCT E18.5,NULL,FALSE,73164
MicroCT E18.5,NULL,FALSE,73165
MicroCT E18.5,NULL,FALSE,73166
MicroCT E18.5,NULL,FALSE,73167
MicroCT E18.5,NULL,FALSE,73168
MicroCT E18.5,NULL,FALSE,73169
MicroCT E18.5,NULL,FALSE,73170
MicroCT E18.5,NULL,FALSE,73171
MicroCT E18.5,NULL,FALSE,73172
MicroCT E18.5,NULL,FALSE,73173
MicroCT E18.5,NULL,FALSE,73174
MicroCT E18.5,NULL,FALSE,73175
MicroCT E18.5,NULL,FALSE,73176
MicroCT E18.5,NULL,FALSE,73177
MicroCT E18.5,NULL,FALSE,73178
MicroCT E18.5,NULL,FALSE,73179
MicroCT E18.5,NULL,FALSE,73180
MicroCT E18.5,NULL,FALSE,73181
MicroCT E18.5,NULL,FALSE,73182
MicroCT E18.5,NULL,FALSE,73183
MicroCT E18.5,NULL,FALSE,73184
MicroCT E18.5,NULL,FALSE,73185
MicroCT E18.5,NULL,FALSE,73186
MicroCT E18.5,NULL,FALSE,73187
MicroCT E18.5,NULL,FALSE,73188
MicroCT E18.5,NULL,FALSE,73189
MicroCT E18.5,NULL,FALSE,73190
MicroCT E18.5,NULL,FALSE,73191
MicroCT E18.5,NULL,FALSE,73192
MicroCT E18.5,NULL,FALSE,73193
MicroCT E18.5,NULL,FALSE,73194
MicroCT E18.5,NULL,FALSE,73195
MicroCT E18.5,NULL,FALSE,73196
MicroCT E18.5,NULL,FALSE,73197
MicroCT E18.5,NULL,FALSE,73198
MicroCT E18.5,NULL,FALSE,73199
MicroCT E18.5,NULL,FALSE,73200
MicroCT E18.5,NULL,FALSE,73201
MicroCT E18.5,NULL,FALSE,73202
MicroCT E18.5,NULL,FALSE,73203
MicroCT E18.5,NULL,FALSE,73204
MicroCT E18.5,NULL,FALSE,73205
MicroCT E18.5,NULL,FALSE,73206
MicroCT E18.5,NULL,FALSE,73207
MicroCT E18.5,NULL,FALSE,73208
MicroCT E18.5,NULL,FALSE,73209
MicroCT E18.5,NULL,FALSE,73210
MicroCT E18.5,NULL,FALSE,73211
MicroCT E18.5,NULL,FALSE,73212
MicroCT E18.5,NULL,FALSE,73213
MicroCT E18.5,NULL,FALSE,73214
MicroCT E18.5,NULL,FALSE,73215
MicroCT E18.5,NULL,FALSE,73216
MicroCT E18.5,NULL,FALSE,73217
MicroCT E18.5,NULL,FALSE,73218
MicroCT E18.5,NULL,FALSE,73219
MicroCT E18.5,NULL,FALSE,73220
MicroCT E18.5,NULL,FALSE,73221
MicroCT E18.5,NULL,FALSE,73222
MicroCT E18.5,NULL,FALSE,73223
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30750
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30751
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30752
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30753
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30754
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30755
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30756
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30757
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30758
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30759
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30760
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30761
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30762
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30763
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30764
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30765
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30766
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30767
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30768
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30769
Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE,30770
Gross Morphology Embryo E12.5,NULL,FALSE,44181
Gross Morphology Embryo E12.5,NULL,FALSE,44182
Gross Morphology Embryo E12.5,NULL,FALSE,44183
Gross Morphology Embryo E12.5,NULL,FALSE,44184
Gross Morphology Embryo E12.5,NULL,FALSE,44185
Gross Morphology Embryo E12.5,NULL,FALSE,44186
Gross Morphology Embryo E12.5,NULL,FALSE,44187
Gross Morphology Embryo E12.5,NULL,FALSE,44188
Gross Morphology Embryo E12.5,NULL,FALSE,44189
Gross Morphology Embryo E12.5,NULL,FALSE,44190
Gross Morphology Embryo E12.5,NULL,FALSE,44191
Gross Morphology Embryo E12.5,NULL,FALSE,44192
Gross Morphology Embryo E12.5,NULL,FALSE,44193
Gross Morphology Embryo E12.5,NULL,FALSE,44194
Gross Morphology Embryo E12.5,NULL,FALSE,44195
Gross Morphology Embryo E12.5,NULL,FALSE,44196
Gross Morphology Embryo E12.5,NULL,FALSE,44197
Gross Morphology Embryo E12.5,NULL,FALSE,44198
Gross Morphology Embryo E12.5,NULL,FALSE,44199
Gross Morphology Embryo E12.5,NULL,FALSE,44200
Gross Morphology Embryo E12.5,NULL,FALSE,44201
Gross Morphology Embryo E12.5,NULL,FALSE,44202
Gross Morphology Embryo E12.5,NULL,FALSE,44203
Gross Morphology Embryo E12.5,NULL,FALSE,44204
Gross Morphology Embryo E12.5,NULL,FALSE,44205
Gross Morphology Embryo E12.5,NULL,FALSE,44206
Gross Morphology Embryo E12.5,NULL,FALSE,44207
Gross Morphology Embryo E12.5,NULL,FALSE,44208
Gross Morphology Embryo E12.5,NULL,FALSE,44209
Gross Morphology Embryo E12.5,NULL,FALSE,44210
Gross Morphology Embryo E12.5,NULL,FALSE,44211
Gross Morphology Embryo E12.5,NULL,FALSE,44212
Gross Morphology Embryo E12.5,NULL,FALSE,44213
Gross Morphology Embryo E12.5,NULL,FALSE,44214
Gross Morphology Embryo E12.5,NULL,FALSE,44215
Gross Morphology Embryo E12.5,NULL,FALSE,44216
Gross Morphology Embryo E12.5,NULL,FALSE,44217
Gross Morphology Embryo E12.5,NULL,FALSE,44218
Gross Morphology Embryo E12.5,NULL,FALSE,44219
Gross Morphology Embryo E12.5,NULL,FALSE,44220
Gross Morphology Embryo E12.5,NULL,FALSE,44221
Gross Morphology Embryo E12.5,NULL,FALSE,44222
Gross Morphology Embryo E12.5,NULL,FALSE,44223
Gross Morphology Embryo E12.5,NULL,FALSE,44224
Gross Morphology Embryo E12.5,NULL,FALSE,44225
Gross Morphology Embryo E12.5,NULL,FALSE,44226
Gross Morphology Embryo E12.5,NULL,FALSE,44227
Gross Morphology Embryo E12.5,NULL,FALSE,44228
Gross Morphology Embryo E12.5,NULL,FALSE,44229
Gross Morphology Embryo E12.5,NULL,FALSE,44230
Gross Morphology Embryo E12.5,NULL,FALSE,44231
Gross Morphology Embryo E12.5,NULL,FALSE,44232
Gross Morphology Embryo E12.5,NULL,FALSE,44233
Gross Morphology Embryo E12.5,NULL,FALSE,44234
Gross Morphology Embryo E12.5,NULL,FALSE,44235
Gross Morphology Embryo E12.5,NULL,FALSE,44236
Gross Morphology Embryo E12.5,NULL,FALSE,44237
Gross Morphology Embryo E12.5,NULL,FALSE,44238
Gross Morphology Embryo E12.5,NULL,FALSE,44239
Gross Morphology Embryo E12.5,NULL,FALSE,44240
Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE,21172
Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE,21173
Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE,21174
Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE,21175
Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE,21176
Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE,21177
