impcParameterOrigId,name,description,parameterId
52071, Duration at centre prior to arm re-entry, duration_at_centre_prior_to_arm_re_entry, IMPC_YMZ_019_001
52072, Experimenter ID, experimenter_id, IMPC_YMZ_020_001
52073, Maze ID, maze_id, IMPC_YMZ_021_001
52074, Maze manufacturer, maze_manufacturer, IMPC_YMZ_022_001
52075, Maze model, maze_model, IMPC_YMZ_023_001
52076, Tracking equipment ID, tracking_equipment_id, IMPC_YMZ_024_001
52077, Tracking equipment manufacturer, tracking_equipment_manufacturer, IMPC_YMZ_025_001
52078, Tracking equipment model, tracking_equipment_model, IMPC_YMZ_026_001
52079, Date tracking equipment last calibrated, date_tracking_equipment_last_calibrated, IMPC_YMZ_027_001
52080, Software, software, IMPC_YMZ_028_001
52081, Alternating start arm, NA, IMPC_YMZ_029_001
52084, Side changes, side_changes, IMPC_LDT_001_001
52085, Light side time spent, light_side_time_spent, IMPC_LDT_002_001
52086, Time mobile light side, time_mobile_light_side, IMPC_LDT_003_001
52087, Dark side time spent, dark_side_time_spent, IMPC_LDT_004_001
52088, Time mobile dark side, time_mobile_dark_side, IMPC_LDT_005_001
52089, Latency to first transition into dark, latency_to_first_transition_into_dark, IMPC_LDT_006_001
52090, Percent time in dark, percent_time_in_dark, IMPC_LDT_007_001
52091, Percent time in light, percent_time_in_light, IMPC_LDT_008_001
52092, Transition, transition, IMPC_LDT_009_001
52093, Light side distance travelled, light_side_distance_travelled, IMPC_LDT_010_001
52094, Dark side distance travelled, dark_side_distance_travelled, IMPC_LDT_011_001
52095, Vertical activity (rearing), vertical_activity_rearing, IMPC_LDT_012_001
52096, Horizontal activity, horizontal_activity, IMPC_LDT_013_001
52097, Repetitive beam break ('stereotypy counts'), repetitive_beam_break_stereotypy_counts, IMPC_LDT_014_001
52098, Total distance travelled, total_distance_travelled, IMPC_LDT_015_001
52099, Light level light chamber, light_level_light_chamber, IMPC_LDT_016_001
52100, Light level dark chamber, light_level_dark_chamber, IMPC_LDT_017_001
52101, Experimenter ID, experimenter_id, IMPC_LDT_018_001
52102, Start time, start_time, IMPC_LDT_019_001
52103, Arena ID, arena_id, IMPC_LDT_020_001
52104, Arena version, arena_version, IMPC_LDT_021_001
52105, Equipment ID, equipment_id, IMPC_LDT_022_001
52106, Equipment manufacturer, equipment_manufacturer, IMPC_LDT_023_001
52107, Equipment model, equipment_model, IMPC_LDT_024_001
52108, Disinfectant, disinfectant, IMPC_LDT_025_001
52109, Starting position, starting_position, IMPC_LDT_026_001
52110, Light-Dark box's walls opaque, light_dark_box_s_walls_opaque, IMPC_LDT_027_001
52111, Light-Dark box set-up, light_dark_box_set_up, IMPC_LDT_028_001
52112, Light side arena dimensions (L x W x H in mm), light_side_arena_dimensions_l_x_w_x_h_in_mm, IMPC_LDT_029_001
52113, Dark side arena dimensions (L x W x H in mm), dark_side_arena_dimensions_l_x_w_x_h_in_mm, IMPC_LDT_030_001
52114, Entry way dimensions (L x W x H in mm), entry_way_dimensions_l_x_w_x_h_in_mm, IMPC_LDT_031_001
67722, Time spent in the light side in the first 5 minutes, , IMPC_LDT_032_001
67723, Test duration, , IMPC_LDT_033_001
67724, Software version, , IMPC_LDT_034_001
21172, White blood cell count, white_blood_cell_count, IMPC_HEM_001_001
21173, Red blood cell count, red_blood_cell_count, IMPC_HEM_002_001
21174, Hemoglobin, hemoglobin, IMPC_HEM_003_001
21175, Hematocrit, hematocrit, IMPC_HEM_004_001
21176, Mean cell volume, mean_cell_volume, IMPC_HEM_005_001
21177, Mean corpuscular hemoglobin, mean_corpuscular_hemoglobin, IMPC_HEM_006_001
21178, Mean cell hemoglobin concentration, mean_cell_hemoglobin_concentration, IMPC_HEM_007_001
21179, Platelet count, platelet_count, IMPC_HEM_008_001
21180, Equipment ID, equipment_name, IMPC_HEM_009_001
21181, Equipment manufacturer, equipment_manufacturer, IMPC_HEM_010_001
21182, Equipment model, equipment_model, IMPC_HEM_011_001
21183, Anesthesia used for blood collection, anesthesia_used_for_blood_collection, IMPC_HEM_012_001
21184, Method of blood collection, method_of_blood_collection, IMPC_HEM_013_001
21185, Anticoagulant, anticoagulant, IMPC_HEM_014_001
21186, Samples kept on ice between collection and analysis, samples_kept_on_ice_between_collection_and_analysis_, IMPC_HEM_018_001
21187, ID for blood collection SOP, id_for_blood_collection_sop, IMPC_HEM_020_001
21188, Date and time of blood collection, date_and_time_of_blood_collection, IMPC_HEM_021_001
21189, Date of measurement, date_of_measurement, IMPC_HEM_022_001
21190, Chip card number, chip_card_number, IMPC_HEM_023_001
21191, Blood collection experimenter ID, , IMPC_HEM_024_001
21192, Date equipment last calibrated, , IMPC_HEM_025_001
21193, Storage temperature from blood collection until measurement, NA, IMPC_HEM_026_001
21194, Blood collection tubes, , IMPC_HEM_015_001
21195, Date and time of sacrifice, NA, IMPC_HEM_016_001
21196, Blood analysis experimenter ID, , IMPC_HEM_017_001
21197, Mean platelet volume, , IMPC_HEM_019_001
21198, Red blood cell distribution width, , IMPC_HEM_027_001
40531, Placenta Development, placenta_development, IMPC_GPP_001_001
40532, Placenta Morphology, placenta_morphology, IMPC_GPP_002_001
40533, Placenta Vasculature, placenta_vasculature, IMPC_GPP_003_001
40534, Placenta Size, placenta_size, IMPC_GPP_004_001
40535, Umbilical cord morphology, umbilical_cord_morphology, IMPC_GPP_005_001
40536, Comment on image, comment_on_image, IMPC_GPP_006_001
40537, Images, images, IMPC_GPP_007_001
40538, Experimenter ID, experimenter_id, IMPC_GPP_008_001
40539, Equipment ID, equipment_id, IMPC_GPP_009_001
40540, Equipment Manufacturer, equipment_manufacturer, IMPC_GPP_010_001
40541, Equipment Model, equipment_model, IMPC_GPP_011_001
40542, Fixative, fixative, IMPC_GPP_012_001
40543, Time of Dissection, time_of_dissection, IMPC_GPP_013_001
40544, Somite Stage, somite_stage, IMPC_GPP_014_001
40545, Time of dark cycle start, time_of_dark_cycle_start, IMPC_GPP_015_001
40546, Time of dark cycle end, time_of_dark_cycle_end, IMPC_GPP_016_001
40547, Date equipment last calibrated, date_equipment_last_calibrated, IMPC_GPP_017_001
40548, Placenta color, NA, IMPC_GPP_018_001
31377, Viability Outcome, , IMPC_VIA_001_001
31378, Additional Outcome, , IMPC_VIA_002_001
31379, Total pups, , IMPC_VIA_003_001
31380, Total pups WT, , IMPC_VIA_004_001
31381, Total pups heterozygous, , IMPC_VIA_005_001
31382, Total pups homozygous, , IMPC_VIA_006_001
31383, Total male WT, , IMPC_VIA_007_001
31384, Total male heterozygous, , IMPC_VIA_008_001
31385, Total male homozygous, , IMPC_VIA_009_001
31386, Total male pups, , IMPC_VIA_010_001
31387, Total female WT, , IMPC_VIA_011_001
31388, Total female heterozygous, , IMPC_VIA_012_001
31389, Total female homozygous, , IMPC_VIA_013_001
31390, Total female pups, , IMPC_VIA_014_001
31391, % pups WT, NA, IMPC_VIA_015_001
31392, Free Comment, , IMPC_VIA_016_001
31393, Average litter size, , IMPC_VIA_017_001
31394, % pups heterozygous, , IMPC_VIA_018_001
31395, % pups homozygous, , IMPC_VIA_019_001
31396, % male WT, , IMPC_VIA_020_001
31397, % male heterozygous, , IMPC_VIA_021_001
31398, % male homozygous, , IMPC_VIA_022_001
31399, % female WT, , IMPC_VIA_023_001
31400, % female heterozygous, , IMPC_VIA_024_001
31401, % female homozygous, , IMPC_VIA_025_001
31402, Female age earliest start, , IMPC_VIA_026_001
31403, Female age oldest end, , IMPC_VIA_027_001
31404, Time of dark cycle start, , IMPC_VIA_028_001
31405, Time of dark cycle end, , IMPC_VIA_029_001
31406, Age of pups at genotype, , IMPC_VIA_030_001
31407, Breeding Strategy, , IMPC_VIA_031_001
31408, P-value for outcome call, , IMPC_VIA_032_001
31409, Additional Subviable Outcome, NA, IMPC_VIA_033_001
67597, Welfare terms, Welfare term(s) that categorise the issue(s), IMPC_WEL_001_001
67598, Free-text comments, Free-text comments describing the welfare issue(s), IMPC_WEL_002_001
67599, Images, Images to visually document welfare issue(s), IMPC_WEL_003_001
67600, Date of observation, Date the welfare issue(s) were observed, IMPC_WEL_004_001
74120, Animal Status, , IMPC_WEL_005_001
40655, Embryo reconstruction, , IMPC_EOL_001_001
40656, Experimenter ID, NA, IMPC_EOL_002_001
40657, Equipment ID, NA, IMPC_EOL_003_001
40658, Equipment Manufacturer, NA, IMPC_EOL_004_001
40659, Equipment Model, NA, IMPC_EOL_005_001
40660, Image Pixel Size, NA, IMPC_EOL_006_001
40661, E9.5 OPT preperation protocol, NA, IMPC_EOL_007_001
40662, Date equipment last calibrated, NA, IMPC_EOL_008_001
40663, Date of Sacrifice, NA, IMPC_EOL_009_001
40664, Date Preparation Finished, NA, IMPC_EOL_010_001
40665, Date of Scan, NA, IMPC_EOL_011_001
40666, Screenshots, , IMPC_EOL_012_001
52270, Embryo reconstruction, , IMPC_EMO_001_001
52271, Experimenter ID, NA, IMPC_EMO_002_001
52272, Equipment ID, NA, IMPC_EMO_003_001
52273, Equipment Manufacturer, NA, IMPC_EMO_004_001
52274, Equipment Model, NA, IMPC_EMO_005_001
52275, Equipment Version, NA, IMPC_EMO_006_001
52276, Image Pixel Size, NA, IMPC_EMO_007_001
52277, E14.5-E15.5 MicroCT Preparation protocol, , IMPC_EMO_008_001
52278, Object to Source, NA, IMPC_EMO_009_001
52279, Camera to Source, NA, IMPC_EMO_010_001
52280, Date equipment last calibrated, NA, IMPC_EMO_011_001
52281, Date of Sacrifice, NA, IMPC_EMO_012_001
52282, Date Preparation Finished, NA, IMPC_EMO_013_001
52283, Date of Scan, NA, IMPC_EMO_014_001
52284, Source Voltage, NA, IMPC_EMO_015_001
52285, Source Current, NA, IMPC_EMO_016_001
52286, Screenshots, , IMPC_EMO_017_002
52287, 3rd ventricle, 3rd_ventricle, IMPC_EMO_018_001
52288, Median sulcus, median_sulcus, IMPC_EMO_019_001
52289, 4th ventricle, 4th_ventricle, IMPC_EMO_020_001
52290, Adrenal gland, adrenal_gland, IMPC_EMO_021_001
52291, Aorta, aorta, IMPC_EMO_022_001
52292, Arch of aorta, arch_of_aorta, IMPC_EMO_023_001
52293, Heart atrium, heart_atrium, IMPC_EMO_024_001
52294, basioccipital bone, basioccipital_bone, IMPC_EMO_025_001
52295, Bladder, bladder, IMPC_EMO_026_001
52296, Bronchus, bronchus, IMPC_EMO_027_001
52297, Brown fat, brown_fat, IMPC_EMO_028_001
52298, Dorsal root ganglia, dorsal_root_ganglia, IMPC_EMO_029_001
52299, Carotid artery, carotid_artery, IMPC_EMO_030_001
52300, Cerbral aqueduct, cerbral_aqueduct, IMPC_EMO_031_001
52301, Cerebellum, cerebellum, IMPC_EMO_032_001
52302, 4th ventricle choroid plexus, 4th_ventricle_choroid_plexus, IMPC_EMO_033_001
52303, lateral ventricle choroid plexus, lateral_ventricle_choroid_plexus, IMPC_EMO_034_001
52304, Clavicle, clavicle, IMPC_EMO_035_001
52305, Cochlea, cochlea, IMPC_EMO_036_001
52306, Cerebral cortex, cerebral_cortex, IMPC_EMO_037_001
52307, Ductus arteriosus, ductus_arteriosus, IMPC_EMO_038_001
52308, Diaphragm, diaphragm, IMPC_EMO_039_001
52309, Diencephalon, diencephalon, IMPC_EMO_040_001
52310, Limb digit, limb_digit, IMPC_EMO_041_001
52311, Dorsal aorta, dorsal_aorta, IMPC_EMO_042_001
52312, Duodenum, duodenum, IMPC_EMO_043_001
52313, Ejaculatory duct, ejaculatory_duct, IMPC_EMO_044_001
52314, Spinal cord cervical region, spinal_cord_cervical_region, IMPC_EMO_045_001
52315, Epiglottis, epiglottis, IMPC_EMO_046_001
52316, Esophagus, esophagus, IMPC_EMO_047_001
52317, Pharyngo-tympanic tube, pharyngo_tympanic_tube, IMPC_EMO_048_001
52318, Exoccipital bone, exoccipital_bone, IMPC_EMO_049_001
52319, Eyelid, eyelid, IMPC_EMO_050_001
52320, Femur, femur, IMPC_EMO_051_001
52321, Fibula, fibula, IMPC_EMO_052_001
52322, T1 rib, t1_rib, IMPC_EMO_053_001
52323, Soft palate, soft_palate, IMPC_EMO_054_001
52324, Palate, palate, IMPC_EMO_055_001
52325, Gallbladder, gallbladder, IMPC_EMO_056_001
52326, Gluteus maximus , gluteus_maximus, IMPC_EMO_057_001
52327, Hepatic duct, hepatic_duct, IMPC_EMO_058_001
52328, Midgut, midgut, IMPC_EMO_059_001
52329, herniated abdominal wall, herniated_abdominal_wall, IMPC_EMO_060_001
52330, Hindbrain, hindbrain, IMPC_EMO_061_001
52331, Hindgut, hindgut, IMPC_EMO_062_001
52332, Hip, hip, IMPC_EMO_063_001
52333, Hippocampus, hippocampus, IMPC_EMO_064_001
52334, Humerus, humerus, IMPC_EMO_065_001
52335, Hyaloid cavity, hyaloid_cavity, IMPC_EMO_066_001
52336, Hyoid bone, hyoid_bone, IMPC_EMO_067_001
52337, Hypothalamus, hypothalamus, IMPC_EMO_068_001
52338, Inferior vena cava , inferior_vena_cava, IMPC_EMO_069_001
52339, Pituitary gland, pituitary_gland, IMPC_EMO_070_001
52340, Pigmented retinal epiithelium, pigmented_retinal_epiithelium, IMPC_EMO_071_001
52341, Innominate artery, innominate_artery, IMPC_EMO_072_001
52342, Interventricular septum, interventricular_septum, IMPC_EMO_073_001
52343, Intraretinal space, intraretinal_space, IMPC_EMO_074_001
52344, Vomeronasal organ, vomeronasal_organ, IMPC_EMO_075_001
52345, Jejunum, jejunum, IMPC_EMO_076_001
52346, Jugular lymph sac, jugular_lymph_sac, IMPC_EMO_077_001
52347, Kidney, kidney, IMPC_EMO_078_001
52348, Kidney pelvis, kidney_pelvix, IMPC_EMO_079_001
52349, Renal cortex, renal_cortex, IMPC_EMO_080_001
52350, Renal medulla, renal_medulla, IMPC_EMO_081_001
52351, Larynx, larynx, IMPC_EMO_082_001
52352, Lateral ventricle, lateral_ventricle, IMPC_EMO_083_001
52353, Lens, lens, IMPC_EMO_084_001
52354, Limb muscle, limb_muscle, IMPC_EMO_085_001
52355, Liver, liver, IMPC_EMO_086_001
52356, Liver lobe, liver_lobe, IMPC_EMO_087_001
52357, Liver caudate lobe, liver_caudate_lobe, IMPC_EMO_088_001
52358, Ductus venosus, ductus_venosus, IMPC_EMO_089_001
52359, Liver left lobe, liver_left_lobe, IMPC_EMO_090_001
52360, Liver right lobe, liver_right_lobe, IMPC_EMO_091_001
52361, Lower jaw molar, lower_jaw_molar, IMPC_EMO_092_001
52362, Right lung cranial lobe, right_lung_cranial_lobe, IMPC_EMO_093_001
52363, Right lung accessory lobe, right_lung_accessory_lobe, IMPC_EMO_094_001
52364, Right lung caudal lobe, right_lung_caudal_lobe, IMPC_EMO_095_001
52365, Left lung, left_lung, IMPC_EMO_096_001
52366, Right lung middle lobe, right_lung_middle_lobe, IMPC_EMO_097_001
52367, Mandible, mandible, IMPC_EMO_098_001
52368, Masseter, masseter, IMPC_EMO_099_001
52369, Meckel's cartilage, meckel_s_cartilage, IMPC_EMO_100_001
52370, Medulla oblongata, medulla_oblongata, IMPC_EMO_101_001
52371, Midbrain, midbrain, IMPC_EMO_102_001
52372, Midbrain roof plate, midbrain_roof_plate, IMPC_EMO_103_001
52373, Mitral valve, mitral_valve, IMPC_EMO_104_001
52374, Nasal capsule, nasal_capsule, IMPC_EMO_105_001
52375, Nasal cavity, nasal_cavity, IMPC_EMO_106_001
52376, Nasal septum, nasal_septum, IMPC_EMO_107_001
52377, Nasopharynx, nasopharynx, IMPC_EMO_108_001
52378, Neural retina, neural_retina, IMPC_EMO_109_001
52379, Olfactory epithelium, olfactory_epithelium, IMPC_EMO_110_001
52380, Olfactory lobe, olfactory_lobe, IMPC_EMO_111_001
52381, Optic nerve, optic_nerve, IMPC_EMO_112_001
52382, Oropharynx, oropharynx, IMPC_EMO_113_001
52383, Oral cavity, oral_cavity, IMPC_EMO_114_001
52384, Ovary, ovary, IMPC_EMO_115_001
52385, Palatal shelf, palatal_shelf, IMPC_EMO_116_001
52386, Pancreas, pancreas, IMPC_EMO_117_001
52387, Parathyroid gland, parathyroid_gland, IMPC_EMO_118_001
52388, Penis, penis, IMPC_EMO_119_001
52389, Pericardial cavity, pericardial_cavity, IMPC_EMO_120_001
52390, Pericardium, pericardium, IMPC_EMO_121_001
52391, Peritoneal cavity, peritoneal_cavity, IMPC_EMO_122_001
52392, Pineal primordium, pineal_primordium, IMPC_EMO_123_001
52393, Pinna, pinna, IMPC_EMO_124_001
52394, Pons, pons, IMPC_EMO_125_001
52395, Portal vein, portal_vein, IMPC_EMO_126_001
52396, Primary palate, primary_palate, IMPC_EMO_127_001
52397, Pulmonary artery, pulmonary_artery, IMPC_EMO_128_001
52398, Quadriceps muscle , quadriceps_muscle, IMPC_EMO_129_001
52399, Radius, radius, IMPC_EMO_130_001
52400, Rathke's pouch, rathke_s_pouch, IMPC_EMO_131_001
52401, Rectum, rectum, IMPC_EMO_132_001
52402, Rib, rib, IMPC_EMO_133_001
52403, S1 vertebral cartilage condensation, s1_vertebral_cartilage_condensation, IMPC_EMO_134_001
52404, Scapula, scapula, IMPC_EMO_135_001
52405, Semicircular canal, semicircular_canal, IMPC_EMO_136_001
52406, Small intestine, small_intestine, IMPC_EMO_137_001
52407, Sphenoid bone, sphenoid_bone, IMPC_EMO_138_001
52408, Spinal cord, spinal_cord, IMPC_EMO_139_001
52409, Spinal cord central canal, spinal_cord_central_canal, IMPC_EMO_140_001
52410, Spleen primordium, spleen_primordium, IMPC_EMO_141_001
52411, Sternum, sternum, IMPC_EMO_142_001
52412, Stomach, stomach, IMPC_EMO_143_001
52413, Stomach lumen, stomach_lumen, IMPC_EMO_144_001
52414, Stomach wall, stomach_wall, IMPC_EMO_145_001
52415, Stomach fundus, stomach_fundus, IMPC_EMO_146_001
52416, Stomach pyloric region, stomach_pyloric_region, IMPC_EMO_147_001
52417, Subclavian artery, subclavian_artery, IMPC_EMO_148_001
52418, Submandibular gland, submandibular_gland, IMPC_EMO_149_001
52419, Tail, tail, IMPC_EMO_150_001
52420, Nucleus pulposus, nucleus_pulposus, IMPC_EMO_151_001
52421, Temporal bone, temporal_bone, IMPC_EMO_152_001
52422, Testis, testis, IMPC_EMO_153_001
52423, Thalamus, thalamus, IMPC_EMO_154_001
52424, Descending aorta, descending_thoracic_aorta, IMPC_EMO_155_001
52425, Thymus, thymus, IMPC_EMO_156_001
52426, Thyroid gland, thyroid_gland, IMPC_EMO_157_001
52427, Tibia, tibia, IMPC_EMO_158_001
52428, Tongue, tongue, IMPC_EMO_159_001
52429, Trachea, trachea, IMPC_EMO_160_001
52430, Tricuspid valve, tricuspid_valve, IMPC_EMO_161_001
52431, Trigeminal V ganglion, trigeminal_v_ganglion, IMPC_EMO_162_001
52432, Ulna, ulna, IMPC_EMO_163_001
52433, Upper jaw incisor, upper_jaw_incisor, IMPC_EMO_164_001
52434, Upper jaw molar, upper_jaw_molar, IMPC_EMO_165_001
52435, Urethra, urethra, IMPC_EMO_166_001
52436, Vagal trunk, vagal_trunk, IMPC_EMO_167_001
52437, Vena cava, vena_cava, IMPC_EMO_168_001
52438, Heart ventricle, heart_ventricle, IMPC_EMO_169_001
52439, Vertebra, vertebra, IMPC_EMO_170_001
52440, Vibrissa, vibrissa, IMPC_EMO_171_001
52441, Oedema, oedema, IMPC_EMO_172_001
52442, physiological umbilical hernia morphology, physiological_umbilical_hernia_morphology, IMPC_EMO_173_001
52443, Cervical flexure morphology, cervical_flexure_morphology, IMPC_EMO_174_001
52444, Size, size, IMPC_EMO_175_001
52445, Spine curvature, spine_curvature, IMPC_EMO_176_001
52446, Craniofacial morphology, craniofacial_morphology, IMPC_EMO_177_001
52447, Annotator ID, annotator_id, IMPC_EMO_178_001
52448, Date of Annotation, date_of_annotation, IMPC_EMO_179_001
21452, Sodium, sodium, IMPC_CBC_001_001
21453, Potassium, potassium, IMPC_CBC_002_001
21454, Chloride, chloride, IMPC_CBC_003_001
21455, Urea (Blood Urea Nitrogen - BUN), urea, IMPC_CBC_004_001
21456, Creatinine, creatinine_enzymatic_method_preferred_, IMPC_CBC_005_001
21457, Total protein, total_protein, IMPC_CBC_006_001
21458, Albumin, albumin, IMPC_CBC_007_001
21459, Total bilirubin, total_bilirubin, IMPC_CBC_008_001
21460, Calcium, calcium, IMPC_CBC_009_001
21461, Phosphorus, phosphate, IMPC_CBC_010_001
21462, Iron, iron, IMPC_CBC_011_001
21463, Aspartate aminotransferase, aspartate_aminotransferase, IMPC_CBC_012_001
21464, Alanine aminotransferase, alanine_aminotransferase, IMPC_CBC_013_001
21465, Alkaline phosphatase, alkaline_phosphatase, IMPC_CBC_014_001
21466, Total cholesterol, total_cholesterol, IMPC_CBC_015_001
21467, HDL-cholesterol, hdl_cholesterol, IMPC_CBC_016_001
21468, Triglycerides, triglycerides, IMPC_CBC_017_001
21469, Glucose, glucose, IMPC_CBC_018_001
21470, LIH (Hemolysis Severity - available on AU analysers), lih_hemolysis_severity_available_on_au_analysers_, IMPC_CBC_019_001
21471, Fructosamine, fructosamine, IMPC_CBC_020_001
21472, Lipase, lipase, IMPC_CBC_021_001
21473, Lactate dehydrogenase, lactate_dehydrogenase, IMPC_CBC_022_001
21474, Alpha-amylase, alpha_amylase, IMPC_CBC_023_001
21475, UIBC (unsaturated iron binding capacity), uibc_unsaturated_iron_binding_capacity_, IMPC_CBC_024_001
21476, LDL-cholesterol, ldl_cholesterol, IMPC_CBC_025_001
21477, Free fatty acids, free_fatty_acids, IMPC_CBC_026_001
21478, Glycerol, glycerol, IMPC_CBC_027_001
21479, Creatine kinase, creatine_kinase, IMPC_CBC_028_001
21480, Uric acid, uric_acid, IMPC_CBC_029_001
21481, Ferritin, ferritin, IMPC_CBC_030_001
21482, Transferrin, transferrin, IMPC_CBC_031_001
21483, C-reactive protein, c_reactive_protein, IMPC_CBC_032_001
21484, Equipment ID, equipment_name, IMPC_CBC_033_001
21485, Equipment manufacturer, equipment_manufacturer, IMPC_CBC_034_001
21486, Equipment model, equipment_model, IMPC_CBC_035_001
21487, Anesthesia used for blood collection, anesthesia_used_for_blood_collection, IMPC_CBC_036_001
21488, Method of blood collection, method_of_blood_collection, IMPC_CBC_037_001
21489, Anticoagulant, anticoagulant, IMPC_CBC_038_001
21490, Samples kept on ice between collection and analysis, samples_kept_on_ice_between_collection_and_analysis, IMPC_CBC_042_001
21491, Sample status, sample_status, IMPC_CBC_043_001
21492, Sample dilution, plasma_dilution, IMPC_CBC_044_001
21493, ID of blood collection SOP, id_of_blood_collection_sop, IMPC_CBC_045_001
21494, Date and time of blood collection, date_and_time_of_blood_collection, IMPC_CBC_046_001
21495, Date of measurement, date_of_measurement, IMPC_CBC_047_001
21496, Hemolysis status, hemolysis_status, IMPC_CBC_048_001
21497, Blood collection experimenter ID, , IMPC_CBC_049_001
21498, Date equipment last calibrated, , IMPC_CBC_050_001
21499, Blood collection tubes, , IMPC_CBC_039_001
21500, Date and time of sacrifice, , IMPC_CBC_040_001
21501, Storage temperature from blood collection till measurement, , IMPC_CBC_041_001
21502, Blood analysis experimenter ID, , IMPC_CBC_051_001
21503, Glycosilated hemoglobin A1c (HbA1c), , IMPC_CBC_052_001
21504, Thyroxine, , IMPC_CBC_053_001
21505, Magnesium, NA, IMPC_CBC_054_001
21506, Reagent manufacturer, NA, IMPC_CBC_060_001
31881, Tail - presence, tail_presence, IMPC_CSD_001_001
31882, Tail - length, tail_length, IMPC_CSD_002_001
31883, Tail - thickness, tail_thickness, IMPC_CSD_003_001
31884, Tail - morphology, tail_morphology, IMPC_CSD_004_001
31885, Coat - color - back, coat_color_back, IMPC_CSD_005_001
31886, Coat - color - head, coat_color_head, IMPC_CSD_006_001
31887, Coat - color - abdomen, coat_color_abdomen, IMPC_CSD_007_001
31888, Coat - color pattern - back, coat_color_pattern_back, IMPC_CSD_008_001
31889, Coat - color pattern - head, coat_color_pattern_head, IMPC_CSD_009_001
31890, Coat - color pattern - abdomen, coat_color_pattern_abdomen, IMPC_CSD_010_001
31891, Coat - hair distribution - back, coat_hair_distribution_back, IMPC_CSD_011_001
31892, Coat - hair distribution - head, coat_hair_distribution_head, IMPC_CSD_012_001
31893, Coat - hair distribution - abdomen, coat_hair_distribution_abdomen, IMPC_CSD_013_001
31894, Coat - hair texture / appearance - back, coat_hair_texture_appearance_back, IMPC_CSD_014_001
31895, Coat - hair texture / appearance - head, coat_hair_texture_appearance_head, IMPC_CSD_015_001
31896, Coat - hair texture / appearance - abdomen, coat_hair_texture_appearance_abdomen, IMPC_CSD_016_001
31897, Forelimbs - position, forelimbs_position, IMPC_CSD_017_001
31898, Forelimbs - shape, forelimbs_shape, IMPC_CSD_018_001
31899, Forelimbs - size, forelimbs_size, IMPC_CSD_019_001
31900, Hindlimbs - position, hindlimbs_position, IMPC_CSD_020_001
31901, Hindlimbs - shape, hindlimbs_shape, IMPC_CSD_021_001
31902, Hindlimbs - size, hindlimbs_size, IMPC_CSD_022_001
31903, Vibrissae - presence, vibrissae_presence, IMPC_CSD_023_001
31904, Vibrissae - appearance, vibrissae_appearance, IMPC_CSD_024_001
31905, Head size, head_size, IMPC_CSD_025_001
31906, Head morphology, head_morphology, IMPC_CSD_026_001
31907, Ears, ears, IMPC_CSD_027_001
31908, Snout size, snout_size, IMPC_CSD_028_001
31909, Activity (body position), activity_body_position_, IMPC_CSD_029_001
31910, Tremor, tremor, IMPC_CSD_030_001
31911, Transfer arousal, transfer_arousal, IMPC_CSD_031_001
31912, Locomotor activity, locomotor_activity, IMPC_CSD_032_001
31913, Gait, gait, IMPC_CSD_033_001
31914, Tail elevation, tail_elevation, IMPC_CSD_034_001
31915, Touch escape, touch_escape, IMPC_CSD_035_001
31916, Startle response, startle_response, IMPC_CSD_036_001
31917, Unexpected behaviors, unexpected_behaviors, IMPC_CSD_037_001
31918, Trunk curl, trunk_curl, IMPC_CSD_038_001
31919, Limb grasp, limb_grasp, IMPC_CSD_039_001
31920, Forelimb digit - size, forelimb_digit_size, IMPC_CSD_046_001
31921, Hindlimb digit - size, hindlimb_digit_size, IMPC_CSD_047_001
31922, Skin color - whole body, skin_color_whole_body, IMPC_CSD_056_001
31923, Skin color - snout, skin_color_snout, IMPC_CSD_057_001
31924, Skin color - ear, skin_color_ear, IMPC_CSD_058_001
31925, Skin color - front paws, skin_color_front_paws, IMPC_CSD_059_001
31926, Skin color - back paws, skin_color_back_paws, IMPC_CSD_060_001
31927, Skin color - tail, skin_color_tail, IMPC_CSD_061_001
31928, Skin texture - whole body, skin_texture_whole_body, IMPC_CSD_062_001
31929, Skin texture - snout, skin_texture_snout, IMPC_CSD_063_001
31930, Skin texture - ear, skin_texture_ear, IMPC_CSD_064_001
31931, Skin texture - front paws, skin_texture_front_paws, IMPC_CSD_065_001
31932, Skin texture - back paws, skin_texture_back_paws, IMPC_CSD_066_001
31933, Skin texture - tail, skin_texture_tail, IMPC_CSD_067_001
31934, Teeth presence, teeth_presence, IMPC_CSD_068_001
31935, Upper teeth appearance, upper_teeth_appearance, IMPC_CSD_069_001
31936, Lower teeth appearance, lower_teeth_appearance, IMPC_CSD_070_001
31937, Genitalia - presence, genitalia_presence, IMPC_CSD_071_001
31938, Genitalia - size, genitalia_size, IMPC_CSD_072_001
31939, Genitalia - morphology, genitalia_morphology, IMPC_CSD_073_001
31940, Mouth morphology, mouth_morphology, IMPC_CSD_074_001
31941, Upper lip morphology, upper_lip_morphology, IMPC_CSD_075_001
31942, Lower lip morphology, lower_lip_morphology, IMPC_CSD_076_001
31943, Contact righting, contact_righting, IMPC_CSD_077_001
31944, Vocalization, vocalization, IMPC_CSD_078_001
31945, Aggression, aggression, IMPC_CSD_079_001
31946, Head bobbing, head_bobbing, IMPC_CSD_080_001
31947, Experimenter ID, , IMPC_CSD_081_001
31948, Location of test, location_of_test, IMPC_CSD_082_001
